,text,user
2547,"@realDonaldTrump @TuckerCarlson Nervous about indictments and bankruptcy? Also, no mention of ""your great stock mar… https://t.co/n7nwhoeQ35",alanger16
2548,"RT @WideAngle_: @realDonaldTrump Hey a******, why wouldn't you pay the bus drivers?  Six more days. https://t.co/yKZ4B0EO5d",pinkcardinal
2549,RT @KiachaMalone: @realDonaldTrump @TuckerCarlson Maybe it’s because it’s against Twitters rule to spread false information about the elect…,J05478844
2550,"RT @drewry_rob: @realDonaldTrump Folks, if you really want to see a corrupt administration, you need look no further than the administratio…",joolzy71
2551,@realDonaldTrump @TuckerCarlson https://t.co/662EBEkyzq,Peironnet2
2552,"RT @HKrassenstein: @realDonaldTrump @TuckerCarlson Dude, you literally have a secret Chinese bank account, and a foreign bank forgave $200…",FlaniganDouglas
2553,@realDonaldTrump Leaves his #MAGA cult out in the cold. Trump is a predator. https://t.co/vj3XKyj5eI,finbarvano
2554,@realDonaldTrump @KamVTV This was in Pine Mountain Georgia.  It's a very small rural town which is mostly Republica… https://t.co/JxGYPByLjV,musichick3
2555,@realDonaldTrump That's socialism.,chunksofice
2556,@realDonaldTrump @TuckerCarlson Amazing how they don’t allow misinformation. From anyone. But you feel singled out. Weirdo.,BarbraKenyon
2557,RT @HKrassenstein: @realDonaldTrump @TuckerCarlson How about we talk about Ivanka’s Chinese trademarks that she got while you threatened ta…,BoogieeWoogie__
2558,RT @AnIllicitWriter: @realDonaldTrump ‘I’ll never vote for him again.’ — These farmers have turned on Trump https://t.co/ewD6boV7kZ,AnIllicitWriter
2559,@realDonaldTrump @TuckerCarlson Is this the same Tucker whose lawyers last month on a defamation case argued in the… https://t.co/sKnZTOu54x,gatoratanu
2560,@realDonaldTrump https://t.co/EZ0QsotCrT,BrianM13912759
2561,@realDonaldTrump @TuckerCarlson It’s utter bullshit.,jillyemily1
2562,@realDonaldTrump #Trump2020LandslideVictory https://t.co/SGgrKFJdak,metro_hot
2563,@realDonaldTrump https://t.co/NvG6ERSePn,MMTC661
2564,"@realDonaldTrump @TuckerCarlson You got got this President Trump. I hope you send Force Recon, CAG, and DEVGRU to crush big tech oligarchs.",copiusfun
2565,"@realDonaldTrump @TuckerCarlson Corruption,  you say?    Hello Pot... this is Kettle.   You're black.",Thesawyercat
2566,"@realDonaldTrump DOD 225,000 die 9f swine flu",ursiny33
2567,@realDonaldTrump https://t.co/t5aMgKCCHF,Kathlee12624110
2568,@realDonaldTrump @TuckerCarlson Any intellectually honest person realizes how big the story is by virtue of the blatant censorship.,Patriot3311
2569,RT @HKrassenstein: @realDonaldTrump You literally left these people out in the cold to freeze.  7 people ended up in the hospital for hyper…,Mommypies
2570,@realDonaldTrump https://t.co/CRsaguyNAA,Mistyk_5
2571,"@realDonaldTrump @TuckerCarlson It's amazing! The real ""Hunter"" scandal: https://t.co/R5ZNyKRWIZ",TheDailyEdge
2572,RT @AndyOstroy: @realDonaldTrump Dear America: when #Trump says #Covid19 talk will 'be gone Nov 4' he's telling u it's just a Dem/media hoa…,EarlyBi45332740
2573,RT @HKrassenstein: @realDonaldTrump @TuckerCarlson How about we talk about Ivanka’s Chinese trademarks that she got while you threatened ta…,HollyHuntley3
2574,"RT @RWTrollPatrol: @realDonaldTrump @TuckerCarlson As an Evangelical, Julie knows there are ""biblical grounds for giving people a second ch…",smaltzExTrumper
2575,"@realDonaldTrump @TuckerCarlson Stock market tanking, COVID cases at record high, stiffs bus company and leaves MAG… https://t.co/RMYCWIdwnf",SaveAmerica75
2576,@realDonaldTrump @TuckerCarlson TUCKER CARLSON IS BULLSH!T! It's amazing that Fox is allowed to exist at all given… https://t.co/1Mrdf9I2SJ,howeasyweforget
2577,"@realDonaldTrump Volunteer to be a TrumpElection Poll Intimidator.  There, I fixed it for you.  You're welcome.",realtrondump
2578,"@realDonaldTrump @TuckerCarlson Even if it wasn’t completely fake, it wouldn’t be half as bad as the hundreds of th… https://t.co/xTVrwbDwvm",uthaesson
2579,@realDonaldTrump @TuckerCarlson It’s amazing that you used maga2020! as your password.  You are the dumbest Preside… https://t.co/Qp6GNLCBbD,MrTommyCampbell
2580,@realDonaldTrump Don't you love Trump and fellow Republicans for their elitist attitude toward people without colle… https://t.co/5PwzGDQ7h9,ray14502
2581,@realDonaldTrump https://t.co/Zm6vpubN41,brenlan66
2582,@realDonaldTrump @TuckerCarlson Because it’s another lie from you.,lee_moretz
2583,@realDonaldTrump You and your followers are perhaps the leading spreaders of the covid-19 virus in the US!   For th… https://t.co/b88ulhRpz1,WhitCares
2584,"@realDonaldTrump @TuckerCarlson FAKE NEWS! Now fix the stock market, it’s tanking faster then you.",myers_wj
2585,@realDonaldTrump And how can you do that ?  Simply by not voting for you. Felt bad ? But true man,Szdkhan
2586,@realDonaldTrump Incredible stock market plunge today.,DLittlejon
2587,@realDonaldTrump Corona is dead?,AndreJSwiss
2588,@realDonaldTrump https://t.co/5ZVKjP0c7L,bdhunter5
2589,@realDonaldTrump @TuckerCarlson You are going to be voted out of office in less than a week. Start packing.,GeraltOfPhilly
2590,@realDonaldTrump We are not interested in taking anything away from anybody all we are interested in doing is getti… https://t.co/nkuTjKPs4m,SammyJo18387693
2591,@realDonaldTrump why sign up to be a poll watcher? You lost.,twocent85519724
2592,@realDonaldTrump @TuckerCarlson Big tech is in bed with the radical left. Watching the hearings right now. Watch th… https://t.co/3hvgaoNwN3,PatriotRob3
2593,RT @nancylevine: @realDonaldTrump Trump Poll Watcher? The @FBI is watching the Trump poll watchers. #Vote #Biden  https://t.co/Sznt3oEL7F,nancylevine
2594,@realDonaldTrump @TuckerCarlson https://t.co/CHZhckIXbs,ma000111
2595,@realDonaldTrump 99+% SURVIVAL RATE!,WKCotton
2596,"@realdonaldtrump is a petty, egotistical liar.",trashheaptrump
2597,@realDonaldTrump If you’re talking you’re lying,WilliamCShimsho
2598,@realDonaldTrump Another trumpvirus superspreader,Bohica54605623
2599,@realDonaldTrump Come watch the people vote for #BidenHarris2020 not the orange idiot.,vzzlls
2600,@realDonaldTrump is a nasty cunt. That is all.,mintyleaf666
2601,@realDonaldTrump @TuckerCarlson BECAUSE ITS ALL LIES! Start FOCUSING on HOW YOU’LL get AMERICA out of the PANDEMIC… https://t.co/MOWV2MTd5r,Emilykehler3
2602,@realDonaldTrump Projection is strong with this guy,alt_kellyann
2603,"RT @JeffreyGuterman: @realDonaldTrump @TuckerCarlson Cry more, @realDonaldTrump.",cyberpyro1
2604,@realDonaldTrump @TuckerCarlson This man want to bury Joe,ademola_david
2605,@realDonaldTrump @TuckerCarlson It's a fabricated story. It's not that amazing. The actual news is that the pandemi… https://t.co/tZKkQpxQBC,SteveGoMe
2606,@realDonaldTrump @TuckerCarlson https://t.co/4OC4I6xiY5,kinaay
2607,@realDonaldTrump @TuckerCarlson Wtf are you talking about? You and your minions tweet non-stop about it.,BriannaJones3
2608,@realDonaldTrump proves once again that he is stuck in the 1950s. Too bad we can’t send him back there forever.… https://t.co/gmtoRJbLIL,horseandcowgirl
2609,@realDonaldTrump @TuckerCarlson Oh well if frat boy Tucker is carrying it then it can’t possibly be a smear job false story,sm_oz
2610,@realDonaldTrump @TuckerCarlson https://t.co/V6QrCOpPJw,cspecberk
2611,@realDonaldTrump @TuckerCarlson Your good friend Putin even says there is no corruption......AND PUTIN HAS MANDATED MASK,Jean9Zierman
2612,@realDonaldTrump @TuckerCarlson STFU!!!#JustTapPicsPlease!!! https://t.co/o8DAWxEuN8,frankgay0412
2613,"RT @mmpadellan: @realDonaldTrump We're voting for the guy who believes in science...and can handle a glass of water, a ramp, and a flight o…",michelleannsch5
2614,@realDonaldTrump @TuckerCarlson https://t.co/WF7XywCHC7,Mark42024274
2615,@realDonaldTrump @TuckerCarlson Oh this guy? https://t.co/v1us491Up6,jojomomoyeah
2616,"RT @murray_nyc: @realDonaldTrump This tweet is so embarrassingly ridiculous.   1. Biden has never been president.  2. 12,000 died from swin…",camrynrauen_
2617,RT @indy_pendy: @realDonaldTrump Let's talk about the Trump Family of looters and grifters... https://t.co/LZWcqQa0EC,joolzy71
2618,"@realDonaldTrump your numbers are looking.... well these numbers kinda suck. Crap, these numbers are terrible. This… https://t.co/WMMiFTtvjE",dwttennis
2619,@realDonaldTrump @TeamTrump @TuckerCarlson The media is saving this story in the unlikely event that you lose. This… https://t.co/8k3WAXE9Vz,SteveGeorgallis
2620,"RT @RepsForBiden: @realDonaldTrump Why are you boasting about your big mask-less rallies during a deadly pandemic when 1,000 Americans die…",rinaskal
2621,"@realDonaldTrump @TuckerCarlson Remember this from now on.  What those years of #conservative whining ""media bias""… https://t.co/IclOyZtIvn",AngelEyesNYC
2622,@realDonaldTrump Disgraceful. I wonder how many of those people will kill someone because of their reckless actions… https://t.co/YZBLz7mLf2,AngelEyes9033
2623,RT @MeidasTouch: @realDonaldTrump @TuckerCarlson Yikes https://t.co/Ki47JUXOV6,J05478844
2624,RT @macarthur54: @realDonaldTrump MAGAs got a one way ticket you old fool! Then you left them out in the cold! MONSTEROUS FAILURE AS A HUMA…,OverByTheRiver
2625,@realDonaldTrump https://t.co/G0RXPiBtvB,scopel_a
2626,"RT @wdunlap: @realDonaldTrump @TuckerCarlson Christine Blasey Ford: ""I have no witnesses, no details, and no evidence"" Media: ""Extremely Cr…",yourhonorsir
2627,@realDonaldTrump Did you repay your loan or did the people who control you write it off ?,doink98
2628,@realDonaldTrump @TuckerCarlson twitter has strict rules against the dissemination of fake news,mais_um_zum_zum
2629,@realDonaldTrump Yeah. Volunteer to try and suppress the Biden voters through intimidation. Real classy. 🙄,KatherineDoolit
2630,"@realDonaldTrump Shit, you can’t even keep people from freezing to death in Nebraska. Some great leadership there.",JaynePart
2631,@realDonaldTrump @TuckerCarlson You Literally Can't Believe The Facts Tucker Carlson Tells You. So Say Fox's Lawyers https://t.co/g6rfgRPFvm,Scr0dman
2632,@realDonaldTrump @TuckerCarlson They don’t allow false information which makes me wonder why all of your tweets aren’t banned.,BidenTexan
2633,"@realDonaldTrump @GOPChairwoman Oh look!  It’s a COVID-19 superspreader, but this one even left hundreds stranded o… https://t.co/LN0gJ897fK",DavidGHanna
2634,@realDonaldTrump Trump has struggled to make the election about anything other than himself.  Trump has promised mo… https://t.co/WnVmmTzgAN,hawkeyema27
2635,@realDonaldTrump @TuckerCarlson Hey everyone I just got kicked out of my house for being a trump supporter :( is th… https://t.co/lENsNNfsYw,Adam08622193
2636,@realDonaldTrump @TuckerCarlson That's because @Twitter is still waiting on your check that you were supposed to give them,tomdog247
2637,RT @PatrickNova6: @realDonaldTrump CATASTROPHIC INCOMPETENCE!  N. DEBT:  $27.2 trillion  DEFICIT (actual):  $4.3 trillion  DEBT/TAXPAYER:…,ewhwh1
2638,"@realDonaldTrump @TuckerCarlson This ain't 2016. It. Is. Not. Working.   Ask Ted Cruz, Nobody Gives a Sh*t about Hu… https://t.co/XRZAX2IOR5",Kandeh00217159
2639,@realDonaldTrump I Pray for you my President DONALD J. TRUMP! The devil runs deep in the Democratic Party! Let your… https://t.co/4IU94XA1ap,Bruceb17114149
2640,@realDonaldTrump volunteer to be frozen out by dondon https://t.co/Za6T6G3fMI,_h_a_w_k_s
2641,@realDonaldTrump @TuckerCarlson Don’t forget Trump and his secret bank accounts in CHINA where he pays more taxes t… https://t.co/CPk3IFCK2Y,SaintBroseph101
2642,@realDonaldTrump @TuckerCarlson The story is easy to find for anyone who wants to read it.  The story has been disc… https://t.co/hWIU1oljHw,JackStr89302742
2643,"@realDonaldTrump Voter intimidation is illegal. You know you’re losing, so you’re resorting to intimidation and che… https://t.co/OuvOozrPav",sandyjamesbooks
2644,RT @dan9700: @realDonaldTrump @TuckerCarlson It’s mad don’t worry we know the truth #trump2020,anubis7914
2645,@realDonaldTrump officer goldberg of Staten Island PD supports Biden,tmillzz02
2646,RT @TrumpVoterWTF: @realDonaldTrump @TuckerCarlson I HEARD THAT BIDEN HAS A SECRET CHINESE BANK ACCOUNT!🇨🇳  AND I HEARD BIDEN PAYS 1000x MO…,VeronicainTN
2647,RT @eugenegu: @realDonaldTrump So Joe Biden is acting responsibly during a pandemic by limiting the crowd and drawing circles to promote so…,MrBanker12
2648,RT @HKrassenstein: @realDonaldTrump There are people literally starving in America and you are bragging about getting $200 million in loans…,drseid
2649,@realDonaldTrump @TuckerCarlson @FoxNews already debunked this nonsense conspiracy theory.   https://t.co/y3fFK0BXvY,mwilsonua
2650,@realDonaldTrump @TuckerCarlson FAKE NEWS!!!,wmashome
2651,RT @itsJeffTiedrich: @realDonaldTrump not paying your contractors makes you a thief. bilking your investors makes you a fraud. that rat's n…,DebbieHowes6
2652,"RT @HKrassenstein: @realDonaldTrump There are literally 225,000 dead Americans in the past 7 months.  If anything else killed this many Ame…",Dolphinlady48
2653,@realDonaldTrump https://t.co/VyKi0Sw552,bob_kartman
2654,@realDonaldTrump Tell that to the depositors and investors in those lenders that got stiffed. I'm sure they were ha… https://t.co/CEyupRBJSG,RachoGeorge
2655,@realDonaldTrump @TuckerCarlson Fake Burisma fable got you impeached.  We can smell your desperation 🤢  ... and you're going to prison. 😁,ArizLib
2656,"@realDonaldTrump Disgusting. Tell this to the people in the hospitals in El Paso. Go away, please. Thank you.",MSP79029981
2657,@realDonaldTrump Don't you love Trump and fellow Republicans for their elitist attitude toward people without colle… https://t.co/HxWimFqPah,ray14502
2658,@realDonaldTrump @TuckerCarlson 🚌🥶🤦🏻‍♀️. @realDonaldTrump left supporters stranded and freezing in Omaha. #BidenHarris2020,AmandaSplitPea
2659,@realDonaldTrump Trump Poll Watcher? The @FBI is watching the Trump poll watchers. #Vote #Biden  https://t.co/Sznt3oEL7F,nancylevine
2660,"@realDonaldTrump Yes, SUPER HERO TRUMP!!! MAX ENERGIZED BUNNY BUTTERY TRUMP!!!",Wielkopolanka7
2661,@realDonaldTrump @TuckerCarlson #TrumpVirusDeathToll230K is the biggest news story,kingofgeese
2662,@realDonaldTrump Just voted yesterday! #Trump2020 #4MoreYears 🇺🇸 God bless America and God bless President Trump!,drova868
2663,RT @PatrickNova6: @realDonaldTrump Our government no longer serves the people. It serves Trump and his criminal administration.  Trump deli…,Deb74853707
2664,@realDonaldTrump Bunch of your followers ended up in the cold or in the hospital... Well done #noplantrump,Ken74735
2665,@realDonaldTrump @TuckerCarlson #Omahastranded,farbav
2666,"RT @HKrassenstein: @realDonaldTrump @TuckerCarlson Dude, you literally have a secret Chinese bank account, and a foreign bank forgave $200…",smaltzExTrumper
2667,@realDonaldTrump You left people out there to freeze (but that’s their own ignorance) like you’ve abandoned the rest of the American people.,GDiddy1122
2668,"@realDonaldTrump stay strong, Don!",weeniehardini
2669,RT @RepsForBiden: @realDonaldTrump Keep posting these videos. The majority of Americans are terrified to see you holding big mask-less rall…,BethDuncanScot1
2670,@realDonaldTrump Good to see @realDonaldTrump helping spread the virus 🦠,benspencer33
2671,@realDonaldTrump why are you outing yourself as an imbecile that is super-spreading the virus?  #IdiotInChief… https://t.co/ciZ0iYuADs,XandriaJax
2672,"@realDonaldTrump When a $270M business deal goes south, someone ends up paying. When you walk away, various investo… https://t.co/iLyaAyBjVb",HillsBroDog95
2673,"@realDonaldTrump @TuckerCarlson Because it is a lie, but we all know that is all you do is lie",LilMama70642678
2674,RT @okkie48: @realDonaldTrump Smart guy??? #DonTheCon https://t.co/qk4pDyCs7S,OneLove2003
2675,@realDonaldTrump They are coming after the 2nd amendment president Trump. You need to stop them. https://t.co/RFv8si19Ix,IlsleyRobert
2676,@realDonaldTrump https://t.co/6s9FoGlrEP,Mistyk_5
2677,"RT @tomiahonen: @realDonaldTrump @TuckerCarlson Donald Trump:  ""They did not chant loudly enough. Send away the busses. Make them walk the…",CizenskiEd
2678,@realDonaldTrump Crook,LOBOGAL
2679,"RT @HKrassenstein: @realDonaldTrump @TuckerCarlson Dude, you literally have a secret Chinese bank account, and a foreign bank forgave $200…",MarianneCMorris
2680,@realDonaldTrump @TuckerCarlson #OctoberSuppression by #FakeNews to drag criminal #QuidProJoe over the finish line!,captweedwhacker
2681,"RT @itsJeffTiedrich: @realDonaldTrump imagine having to fight this hard over one electoral vote, seven days before an election. so much win…",Sophia74377598
2682,@realDonaldTrump @TuckerCarlson i learnt about the story from twitter though? maybe you're mistaken,BenHardman9
2683,@realDonaldTrump Why are you killing your supporters? 🥶☠️🥶☠️🦠☠️🦠🥶☠️🦠,SORRYNOTSORRYT1
2684,@realDonaldTrump @TuckerCarlson https://t.co/v3rCRwaJk2,PMeM30
2685,@realDonaldTrump you have spread the disease to many people in your own rallies.,melpalm12
2686,@realDonaldTrump 낙관적으로 구상하고  비관적으로 계획하며  열정적으로 실행하라  폭동 약탈 시위 목적은 부정선거와 공권력 강압 제압  이 함정을 노리는 폭동 약탈 시위 목적이 확실 할 것입니다… https://t.co/VFe8RTLFPF,yb41EFFWp8L8fAr
2687,@realDonaldTrump @TuckerCarlson Wow tucker Carlson was in court arguing how his show is all made up crap for entert… https://t.co/zgSjDxCvlb,jjr222_
2688,"RT @RWTrollPatrol: @realDonaldTrump As an Evangelical, Julie knows there are ""biblical grounds for giving people a second chance."" But afte…",DMBincredible
2689,"@realDonaldTrump @AT6qFh06es4FCfu Best of luck ,come again 🤭😂🤣☝️ to terminate the jehadi https://t.co/bLtKNee4ZL",golumolu4321
2690,@realDonaldTrump Nothing sinister here... Move along now... Move along... https://t.co/mSfyP8HXz6,PhaethonTweets
2691,RT @MeidasTouch: @realDonaldTrump @TuckerCarlson Yikes,OcProgDemWomen
2692,"@realDonaldTrump You r own Execs term 'Gigantic baby' for you Trump fits like a glove, You plummet as your own execs back Biden.",SteveK71372705
2693,@realDonaldTrump @TuckerCarlson The fine print after his show says “This program is for entertainment purposes only… https://t.co/Fyno2KP19x,RetiredPyrate
2694,"@realDonaldTrump Damn!! Look at @JoeBiden bounding down those stairs, without the use of a handrail, not moving ten… https://t.co/4SemXmNtks",_His_Goddess
2695,@realDonaldTrump @TuckerCarlson Your the worst lol! Haha,SuzybooLasVegas
2696,"@realDonaldTrump just a heads up, covid travels better in cold, dry air. trump knows this, his followers are nothing but stepping stones.",FossilSauce
2697,@realDonaldTrump This also appalled me 😠 https://t.co/NxLotP73c5,BNailguy
2698,@realDonaldTrump @TuckerCarlson Because it’s a lie,cshizz2759
2699,@realDonaldTrump All intelegent people who listen to scientist and know Covid is a real thing should become Trump p… https://t.co/pzwNWFUkZX,Eduardo98991020
2700,@realDonaldTrump @TuckerCarlson Because it isn’t true,debrahewett1
2701,@realDonaldTrump https://t.co/z6vEQ7jcqn,freedomrider76
2702,RT @LeeHolly81: @realDonaldTrump Fox News is in a panic. 😂  - @ProjectLincoln   https://t.co/FXvj2ItABc,Julie23894805
2703,@realDonaldTrump @TuckerCarlson #LiesLiesLies #TrumpIsALoser https://t.co/p2VbWYIxGL,KatieRobinMann
2704,"@realDonaldTrump @TuckerCarlson This Election is a Choice between a POS LIAR! That is a Con Man Crook,That don’t ca… https://t.co/LpeXSfRMHN",FredBla78024937
2705,"@realDonaldTrump As usual, his business is running his company, not the country.",tickedoffb
2706,"@realDonaldTrump go back to it. We don't want to know your business, your crimes, your lies. Nothing. Go back to be… https://t.co/FxEFElp3m8",jkola13
2707,@realDonaldTrump @TuckerCarlson #Omahastranded #OmahaTrumpRallyDisaster #OmahaScanner #BeBest,jshope62
2708,@realDonaldTrump @TuckerCarlson https://t.co/2HyfkQJbUx,SFBrianh59
2709,@realDonaldTrump SuperSpreader !,Puncheon10
2710,"@realDonaldTrump It makes you a crook. Oh, you already were one.",CmavourneenB
2711,@realDonaldTrump @TuckerCarlson the media made Biden the nominee. Bernie was the front runner until the huge media… https://t.co/nbIFiHYh4N,MsRoseelles
2712,"@realDonaldTrump When POTUS concluded he could kill someone on Fifth Avenue and get away with it, he decided to tak… https://t.co/Nwchl6OAn2",markbotsford
2713,"@realDonaldTrump @TuckerCarlson Oh I wasn’t sure ,can’t tell the difference anymore between what’s real and what’s… https://t.co/8AjiXKdeS9",GrillJeff
2714,@realDonaldTrump Song Name ?,tcemre_k1b1
2715,@realDonaldTrump Delusional.,MandaDK
2716,"RT @HKrassenstein: @realDonaldTrump @TuckerCarlson Dude, you literally have a secret Chinese bank account, and a foreign bank forgave $200…",WinterwolfRon
2717,"@realDonaldTrump Gobble me, swallow me, drip down inside of me Quick jump out 'fore you let it get inside of me I t… https://t.co/1eKjzzRQ51",Neko74756704
2718,@realDonaldTrump @TuckerCarlson Fox News is in a panic. https://t.co/wJcEYc3Gik,Arvindparmar_
2719,"@realDonaldTrump Uh, thanks for the Biden endorsement ?  What a dope.",Regular32749860
2720,@realDonaldTrump @TuckerCarlson cry harder bitch,PriscillaPoind3
2721,"@realDonaldTrump We'll take the sane person who cares about the pandemic and not spreading it. IE, the one on the b… https://t.co/OY01WtJ3VB",judesb
2722,@realDonaldTrump @TuckerCarlson Twitter and FB have both ridiculously censored me this election!  Joe Biden strokes… https://t.co/XE4ZEWWYs4,RyanBorgerMusic
2723,"@realDonaldTrump @TuckerCarlson No honesty, no integrity.",mejustmaga
2724,"RT @HKrassenstein: @realDonaldTrump Trump downplayed the cold weather in Omaha, Nebraska, resulting in thousands of Trump fans getting stra…",55andwhat
2725,@realDonaldTrump @TuckerCarlson No one is falling for the same email hoax again.,menotyou48
2726,"@realDonaldTrump Thanks for demonstrating Biden's fitness, and concern for the health and safety of Americans. I vo… https://t.co/LworDbpjws",WeKnowJoe1
2727,@realDonaldTrump @TuckerCarlson Because it's #FakeFuckingNewsAsshole!,RogerF1953
2728,RT @eugenegu: @realDonaldTrump I mean you can literally see the dust from the ground blow into the air over everyone. Wonder what that does…,Whovian2787
2729,@realDonaldTrump @TuckerCarlson Because it a lie just like your entire life!,Angelinaaah2
2730,@realDonaldTrump @TuckerCarlson It’s scary that this can happen in the USA. Biden is a criminal that could become P… https://t.co/WI1Tu8gPDw,TonyDeplorable1
2731,"RT @HKrassenstein: @realDonaldTrump @TuckerCarlson Dude, you literally have a secret Chinese bank account, and a foreign bank forgave $200…",DetsisElizabeth
2732,@realDonaldTrump https://t.co/yrTraeP46m https://t.co/c7ZcZcHb4X,BullheadLittle
2733,@realDonaldTrump NOT VOTING FOR YOU DONNIE!!!!  🌊🌊🌊🌊🌊🌊🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸💙💙💙💙💙,pcreel11_patty
2734,@realDonaldTrump @TuckerCarlson You burned the country with fake news 4 years ago and you are trying to do it again!,PoliticsAnd420
2735,@realDonaldTrump Mass murderer,DebbieLittrell2
2736,@realDonaldTrump @TuckerCarlson Markets are down Covid is up #TrumpOwnsEveryDeath,brssrq
2737,@realDonaldTrump  https://t.co/lTDHQ3ZsRn,susan_orosz
2738,"@realDonaldTrump Incredible for? Oh, right. Incredible for your ego. Have you visited the people sent to the hospit… https://t.co/kwkwdIgxDN",TaviaToday
2739,@realDonaldTrump @TuckerCarlson Trump is out at high populated rally's during this Covid-19 Pandemic. Biden seems t… https://t.co/sltQin1e7D,DuchessBoyles
2740,@realDonaldTrump spend less time on Twitter you might get your job done. We the people are tired of your BULLSHIT.… https://t.co/orpOpGReYG,ghostraven0017
2741,@realDonaldTrump Fun times https://t.co/VV40Y2XlRq,rjloto
2742,"@realDonaldTrump @TuckerCarlson Lies, lies, lies...",McCannKen
2743,@realDonaldTrump A bunch of dumbass cult followers.  Distracts them from facing their miserable lives.,dwhutesnske
2744,@realDonaldTrump @TuckerCarlson ❄️❄️❄️,_soggycrouton
2745,@realDonaldTrump tem que ser reeleito para manter viva as chamas do Conservadorismo nas Américas.🇺🇸🇧🇷 Deus SALVE os USA.,jotape_silva
2746,@realDonaldTrump Fascist,starboardgirl
2747,@realDonaldTrump @TuckerCarlson Worse than COVID...  the man can’t pick up a glass... https://t.co/4hAfmYxSzL,delmarrealtor1
2748,"@realDonaldTrump @TuckerCarlson Ummmm your stock market is crashing, we had over 72k new cases of COVID yesterday,… https://t.co/Do75Bxd7LA",JWells11806655
2749,"@realDonaldTrump @TuckerCarlson Maybe because it's a pointless distraction cooked up from shoddy ""evidence"" that th… https://t.co/6YsqlndUiQ",Hallbm03Hall
2750,@realDonaldTrump Don't you mean spreading?,Dormae4
2751,@realDonaldTrump @TuckerCarlson https://t.co/UFLd3SV8xh,annbye
2752,@realDonaldTrump @TuckerCarlson Tucker loves to lie with you and promote your political career. He is as guilty of… https://t.co/rKfTMnPRVc,SeanD1220
2753,@realDonaldTrump https://t.co/l5z8du0NVi,brenlan66
2754,"RT @itsJeffTiedrich: @realDonaldTrump remember folks, every accusation is actually a confession",Mary73133324
2755,"@realDonaldTrump I WILL NOT RELENT!!  TRUMP IS A COMPLETE DISGRACE TO USA &amp; DEMOCRACY.  SO INSECURE,  SO PARANOID,… https://t.co/noc40BO1fp",pm_citizen
2756,@realDonaldTrump @TuckerCarlson Well hell you are talking about it. You know what happens to snitches they end up with stitches.,brownthethird
2757,@realDonaldTrump I heard you got a chilly reception. https://t.co/tgrQHMDNeW,BernieConnor9
2758,@realDonaldTrump Super spreader event!,Deb52126735
2759,@realDonaldTrump @TuckerCarlson More of your very fine people I suppose. https://t.co/fojHzmPr0Q,TracyFi52245153
2760,@realDonaldTrump So many mouth-breathing products of incest in one space. Must be a record! #Socialistfarmers… https://t.co/f1okqUlFmK,LincolnSteffen2
2761,@realDonaldTrump @TuckerCarlson You are a maroon https://t.co/WRy9tbFbxJ,MikeInBishop1
2762,@realDonaldTrump @TuckerCarlson Twitter allows you &amp; other republicans to tweet about it. I see dozens of posts abo… https://t.co/udr2G1Ytdd,cindymont52
2763,@realDonaldTrump @TuckerCarlson Just shows us that it's another LIE. #THXTWITTER,paulie_marsh
2764,RT @HKrassenstein: @realDonaldTrump There are people literally starving in America and you are bragging about getting $200 million in loans…,COVID19TestsNow
2765,@realDonaldTrump @TuckerCarlson How about talking about this story then?? Oct. 28th 11:14 Dow Jones Industrial Aver… https://t.co/9eXKu46czG,GypsySpirit1946
2766,@realDonaldTrump @TuckerCarlson 🤡 https://t.co/IKRoC1Uc2L,woodycrombie
2767,@realDonaldTrump @TuckerCarlson https://t.co/G4mTihLMqX,CRJcaptain
2768,RT @OwnRules: @realDonaldTrump Know your criminals: https://t.co/SwYQlR4yQ0,Patrici02594629
2769,@realDonaldTrump @TuckerCarlson Hush Spanky 🤫,1933Baby
2770,@realDonaldTrump @TuckerCarlson *Another Grim Milestone* Trumps Chief of staff Mark Meadows said “We’re not going t… https://t.co/hYWePJPkj1,countrymike79
2771,@realDonaldTrump I think hes done it right not you lol,oddyorke
2772,"@realDonaldTrump Voter intimidation is a crime, Bucko",tompostable
2773,@realDonaldTrump @TuckerCarlson Stormy said your mushroom was LAME.,SmokyMtnBoy1
2774,RT @HKrassenstein: @realDonaldTrump @TuckerCarlson How about we talk about Ivanka’s Chinese trademarks that she got while you threatened ta…,DetsisElizabeth
2775,@realDonaldTrump @TuckerCarlson You don’t cover a story that’s not a story that’s why you’re not seeing it then aga… https://t.co/Q7o5993Ec8,gmac3
2776,@realDonaldTrump Sign up to be a Trump Goon.,Anthony__Fowler
2777,"@realDonaldTrump @TuckerCarlson ""You seek that which would bestow upon you the right to rule...Such is the nature o… https://t.co/9vNFPYFy8k",billhein
2778,@realDonaldTrump @TuckerCarlson Getting it out 'grassroots' style! But for sure MSM is playing cover-up.,engage2connect
2779,"@realDonaldTrump @TuckerCarlson When POTUS concluded he could kill someone on Fifth Avenue and get away with it, he… https://t.co/1P2yxZxr56",markbotsford
2780,"@realDonaldTrump @TuckerCarlson Your job is to unite and lead our great nation, not waste time spreading fake news and offending everyone",ZvezM
2781,@realDonaldTrump https://t.co/QGGrkE0PRo,BrianM13912759
2782,"@realDonaldTrump We haven't seen your taxes Donald. For all we know, it makes you a guy who accepted bribes from Ru… https://t.co/6OdrFd3fem",AnnieGabstonH
