,text,user
4148,@JoeBiden So what you are saying is it is ok to pull a knife on someone without consequences?,ChunkyGovJB
4149,@JoeBiden Tony Bobulinski Tony Bobulinski Tony Bobulinski Tony Bobulinski Tony Bobulinski Tony Bobulinski Tony Bobu… https://t.co/SRuqWiIbUy,UkraineHunter
4150,@JoeBiden So you're okay with endangering police lives.  Pathetic.,BruceVargo
4151,@JoeBiden Why does https://t.co/fA6g7nI2td redirect to your campaign page?,KaymakliBlue
4152,@JoeBiden I won't Joe.  I am campaigning for Trump until the bitter end.,JeepGuy17
4153,@JoeBiden @sylvia_howells Hope and light? Is that with lots of drone strikes and deportations like under Obama?,robjeffecology
4154,@JoeBiden Vote biden  Vote blue,mo_ragab_ahmed
4155,@JoeBiden And what about all the store owners? Or police officer in such fear for their life they had no choice but… https://t.co/yN4l2FJKbJ,wokelifeworld
4156,"@JoeBiden Guess what Floridians? You had 4,298 new cases of Covid yesterday in a state with a population of 21.48… https://t.co/g6caYWo4GS",xismyhome
4157,@JoeBiden No Fracking No oil  China first Pro choice Hunter's Dad laptop senile Raise taxes Kamala The short list o… https://t.co/bjZGXHwUjG,jimofchicago
4158,@JoeBiden It is just from decades in USA .Joe should stop his hypocritical propaganda,Cecil918
4159,RT @JaredMGordon: @JoeBiden I don’t understand. There are people in Omaha complaining about being left out in the cold by this administrati…,maryhur62009222
4160,@JoeBiden Trump Four more years,jackie4545890
4161,@JoeBiden @KamalaHarris https://t.co/uJrvpTuEkw,gina_auria
4162,@JoeBiden #PlausibleDeniabilityBiden,rmach1967
4163,@JoeBiden Meanwhile...  https://t.co/YbCuH0wPCt,MN_Fishing
4164,RT @robbystarbuck: @JoeBiden He ran at police with a knife. If I do that I expect to be shot by police.,kvangs
4165,"@JoeBiden @AshRendar82 Presumably so did the lives of the police officers he was threatening, but that's not on message, is it?",AngelArm1110
4166,@JoeBiden #JoeBiden is terrified to answer any questions now. #Corruption is his campaign now.,FullAutoOkie
4167,@JoeBiden Biden America https://t.co/lv84xdZMCg,nonameUA
4168,"RT @MattWalshBlog: @JoeBiden Wallace was the latest BLM martyr with a history of abusing women. Just like George Floyd, he was guilty of fo…",kvangs
4169,@JoeBiden https://t.co/jYGT3hteoC,lpruns
4170,@JoeBiden Wasn’t it Joe who said if you vote republican; you aren’t black..so now he says “black Lives !atter”. I g… https://t.co/TpWzwcmBTb,jerpreachr1
4171,@JoeBiden Why do you call yourself vice president and not ex vice president? And police life's didn't matter?,caballoantares
4172,@JoeBiden Joe staying in the Basement again. Hope this isn’t the way u will run the country if u win. Will u run to… https://t.co/PRpZVtBxYN,JAMAN161616
4173,"@JoeBiden All Lives Matter, Mr. President,  don't be afraid to say it.",andresandreaUS
4174,@JoeBiden https://t.co/icflFFPelC,TEnsor20165
4175,@JoeBiden @iamwill @IAMJHUD Democrats and their Corrupt News Networks abandoned Black Lives Matter as soon as it st… https://t.co/xWLukRY4ny,funny_ur2
4176,"@JoeBiden Listen not to what I say but to what I do, he locked up black sons and for the same crime made his son ve… https://t.co/ss2Gffjmk2",VivianSpears20
4177,@JoeBiden Graham and Mitch McConnell it is possible!,Shannon59480052
4178,@JoeBiden And if I ran at Joe with a knife?  What would be the outcome?,lummox_ict
4179,@JoeBiden BidenHarris2020,Andrew41060609
4180,"@JoeBiden Hey Floridians, guess what?  Yesterday you had more new Covid Cases than Mexico &amp; Cuba combined.  Yesterd… https://t.co/RiyL40ZJQe",xismyhome
4181,@JoeBiden Why do you want to put our jobs back in China? Why do you want to eliminate the trade deal? Ohhhhhh that’… https://t.co/V8yucn7gNe,evansbruce19
4182,"@JoeBiden “Hope and light”...speak Straight! Who writes this stuff? How about you talk about policies, achievements… https://t.co/ymuUiOY3rg",CarolAngelo65
4183,"@JoeBiden Unless she wants to ride on the bus with your children, right Joe?!",funny_ur2
4184,"@JoeBiden interesting you didn’t have one prayer set aside for the thirty police officers that were injured, or the… https://t.co/FDOloNeArY",tlipps00
4185,"@JoeBiden Ok, bro....so you’re really upset a guy with a knife charged police and got shot?  Someone who had a history of gun violence?",AZTraderx
4186,"@JoeBiden Truth, like you won't ban fracking?",JHamberg1981
4187,@JoeBiden Biden is going to replace Trump for real❤️,TshepsKobue
4188,@JoeBiden Two votes yesterday from Florida,triscalynne
4189,@JoeBiden @realDonaldTrump Let’s see if I can help. https://t.co/jlYvCNzpqC. #blackout #media #MSNBC #cnn #NYTimes… https://t.co/a8Kc9K90Np,CUIN2forreal
4190,"@JoeBiden Washed up failed @BarackObama can’t even help you at this point. He didn’t want to in the beginning, now he has no choice lol.",BradWar46837673
4191,@JoeBiden @sxnjana Then why is your son and you abusing your political power to make money with foreign countries?… https://t.co/znL4FODwVt,sailboat_ccfr
4192,"@JoeBiden If you are thinking of voting for Biden, think again... https://t.co/4Q9P7ZJVgA",dannybenjoh1
4193,@JoeBiden Your heart is made of stone. Using your son as the white glove to collect political bribe. You don't dese… https://t.co/UlesEM3Mhb,unblinded4
4194,@JoeBiden vote for Biden and rally around him to return to America or embrace everyone who loved it Biden has a par… https://t.co/AxpAfeMlFu,rSbwYPigd6SmVvN
4195,@JoeBiden Yeah let the cop die instead right Dementia Joe?,ArchibaldBunke3
4196,@JoeBiden I stand with Donald Trump!  He protects The Jewish People All over The World!  Joe Biden does not support… https://t.co/llDylVXcki,wsinton
4197,@JoeBiden https://t.co/xxRXlMLtNT,ZNeo0901
4198,@JoeBiden Sir can We choose different path?! it’s better to say “we can choose the ordinary path which has been paved for many years!”,mariarmany
4199,@JoeBiden https://t.co/z6nOBJrdtH https://t.co/z6X7dPBODs,JimMorr87833987
4200,"@JoeBiden Here’s the deal Big Guy, we know you’re corrupt AF. And the @DNC and all the #FakeNewsMedia can’t save yo… https://t.co/kqUIU1V2Ji",Ohana_4Life
4201,@JoeBiden Way to wait for the facts Joe. I guess you never have to worry about a person charging at you with a knif… https://t.co/E2qsAWvDNQ,EzraTank
4202,@JoeBiden https://t.co/Q89zURsYVj,LeeCadena
4203,@JoeBiden cans or Democrats did not do this. Trump decided to prevent the entry of foreigners from Arab and Muslim… https://t.co/KWHXGjaFpp,rSbwYPigd6SmVvN
4204,@JoeBiden Why don’t you address that he should not have charged the officers with a knife 😡,fedupbostonian
4205,@JoeBiden 👇 https://t.co/ZhS0Ezis8s,Nancy_M56
4206,@JoeBiden Joe has to go https://t.co/K1Szh5fE4W,Jim54816107
4207,"RT @JHTX77: @JoeBiden  I believe TONY #BOBULINSKI!!  Traitor: a person who betrays a friend, country, principle  @realDonaldTrump  #VoteRed…",Rickster61x
4208,RT @TowerofOZ: @JoeBiden Or a path of corruption right?,PaulBanecks
4209,RT @smilemorefolks: @JoeBiden I'm with you Joe! #Biden for President. 😀 https://t.co/0jfrPrCacs,ritaannbarnes11
4210,@JoeBiden  ARE YOU SCARED THAT YOU CANT TELL THE AMERICAN PEOPLE THE TRUTH ABOUT YOUR SON'S EMAILS DEALING WITH THE… https://t.co/5BAeXszd0n,James66870299
4211,@JoeBiden Our hearts are broken because a criminal was killed? 🤣 No.,Gollygoshdarn1
4212,@JoeBiden They need to retrain majority of police department and get rid of no knock warrants nation wide. Galvesto… https://t.co/9D9ZIop64r,ksoileau216
4213,@JoeBiden Vote Trump,cola_le
4214,"@JoeBiden Here’s the deal Big Guy, we know you’re corrupt AF. And the @DNC and all the #FakeNewsMedia can’t save yo… https://t.co/Ov68N4v4lz",Ohana_4Life
4215,@JoeBiden Hope and light for China?,diane1999
4216,@JoeBiden no thanks we love our President https://t.co/jZtD35VzEI https://t.co/YdbHHHtzY2,Pinera35141910
4217,@JoeBiden America is that a cross roads and you should be in prison,bstew5976
4218,@JoeBiden For you 😼,Alastor46450239
4219,@JoeBiden How about the cops he was on video attacking? Do their lives matter at all?,UntraceableMC
4220,"RT @endinwell: @JoeBiden Trump left thousands of people stranded out in the cold for hours, after a rally in Wisconsin, where he bussed the…",maryhur62009222
4221,@JoeBiden So sad,Fran38987813
4222,@JoeBiden Can't wait for this hope and light candidate in 2024!,PandamanimalJr
4223,"@JoeBiden @KamalaHarris @TheDemocrats Warning- trifecta in PA. Trump fracking misinfo and tightening, in polls, Phi… https://t.co/p6VUlheway",GeoLover54
4224,"@JoeBiden Thank you, Joe!",AAWrites
4225,RT @MORDE110: @JoeBiden Six days. #IVoted https://t.co/D4K69OihzZ,rogertorres2020
4226,@JoeBiden America is on to you! Can’t fool all of America!  Kammy is calling the shots! https://t.co/aiFKzAMYtM,HeadTrout
4227,@JoeBiden can look you in the eye with respect.  @realDonaldTrump is shady and shrinks away from the power of… https://t.co/CZovY6no2X,RichardStellar
4228,"@JoeBiden started this mess with his “you ain’t black” comment. Now white liberals believe they can control us, our… https://t.co/hqegTQvSIC",TimParrishVA
4229,@JoeBiden Trump has clearly been told by his advisors that it looks grim for him next week. What’s coming out of hi… https://t.co/DpLw5kFVaA,Jason1Strapman
4230,@JoeBiden you should go to the Alamo (San Antonio) &amp; El Paso to get Texans fired up &amp; ready to VOTE! @Fmrgreenberet… https://t.co/foeisgvUGc,asdevaul
4231,RT @watsonkyle81: @JoeBiden https://t.co/MQ08NReA0j,Hafiz11410260
4232,@JoeBiden @BarackObama https://t.co/CJjiZpY1zJ,Robert13085887
4233,@JoeBiden will raise your #taxes  he will hurt the economy and destroy jobs including closing the #OiLIndustry resu… https://t.co/fUwehl40CZ,Adrian48616244
4234,"RT @xxSHREDMANxx: @JoeBiden first i will release a virus that kills 1.2 mil ppl , then you can blame Trump for it , no worries tho, Hunters…",xxSHREDMANxx
4235,@JoeBiden this is your party joey! https://t.co/n9yyULAT5f,GeorgeJ44295875
4236,"@JoeBiden Exactly, President Trump gives just path of hope and light.",Cecil918
4237,"@JoeBiden Don't pull a knife in on someone, especially a cop, and your chances of living to see tomorrow greatly improve.",keyser_rama
4238,"@JoeBiden Sir，Your family is a criminal gang, running dogs of the Chinese  Communist Party! Americans are waking up… https://t.co/hlU5A5kDGY",D82572096
4239,@JoeBiden #ChinaJoeMustGo,truth1025372889
4240,@JoeBiden Go Biden!,MosaviSayed
4241,"@JoeBiden We choose Hope, We choose a plan for the future We choose leadership for ""All"" We choose a leader that un… https://t.co/J0mFuwA8vz",74_rick
4242,@JoeBiden https://t.co/VLTaa3SDIm,jnats61
4243,@JoeBiden Vote Trump out!   Vote early if you can!   Don’t trust the post office!,Jon_investor
4244,@JoeBiden Did.,bradplaysclari
4245,@JoeBiden https://t.co/oQbycraRS9,p_totten
4246,@JoeBiden Careful your money will bail antifa out of jail,HollyGu37227918
4247,@JoeBiden You got to be kidding me joey.  Last night Tony Bobulinski put a lid on the Democrat party.,itche2
4248,@JoeBiden America is coexist and accepts everyone who would love to immigrate to it. Trump comes to prevent immigra… https://t.co/q6sxz0PrKW,rSbwYPigd6SmVvN
4249,RT @1255Jerome: @JoeBiden @KamalaHarris If a man was coming at you with a knife what do you think your Secret Service will do.,BoomersChance
4250,@JoeBiden The whole planet claim for Biden/Harris to restablish the civilizing values and but U.S. on the virtuous path.,clerisapiens
4251,@JoeBiden  or @realDonaldTrump  Hold #Azerbaijan accountable for violating US brokered ceasefire: #RecognizeArtsakh #SanctionAzerbaijan,Anahitka78
4252,"@JoeBiden @JoeBiden, You are the same OLD path of the politicians that muck up the government. -- Hope and Light?  How about action.",Goofbuddy
4253,@JoeBiden souls out all Americans for profit from China,TruckinBassets
4254,"@JoeBiden They have to use Obama to speak for Sleepy Biden, how ugly, let Joe defend himself. where is joe no longe… https://t.co/Cmqw0H4wAt",brosv1
4255,@JoeBiden Democrat voters https://t.co/874m6nvm0r,EhhDee_213
4256,@JoeBiden Walter attacked police with a knife. At that point the cop's life matters more.,richdarlen
4257,@JoeBiden @TeamPelosi https://t.co/5fqX09k9Gg,katniss018
4258,@JoeBiden Are you that eager to build more cages Joe?,funny_ur2
4259,"@JoeBiden Bobulinski: As a result of my disclosures about the Biden family’s corruption, I’ve gotten death threats.… https://t.co/2JCOG5KZVZ",RiKrj61
4260,@JoeBiden Let’s not get tooo far ahead of ourselves Joe. We just really need the #BumblingMoronTrump out on his ass… https://t.co/dRkR9rbLD0,getawaydriver87
4261,"@JoeBiden Without a teleprompter, you can hardly remember your own name, your opponent’s name, or which office you’re running for!",CriticalCriti14
4262,"@JoeBiden Are you going to end our dependence on fossil fuels by 2030 like the scientists say to, or are you contin… https://t.co/mfiJazypMf",ScarySocialist
4263,@JoeBiden He attacked cops with a knife you crazy bastard.,BenAltitude
4264,@JoeBiden So if this had been anyone else would it have mattered? I get that no one deserves to die but when you’re… https://t.co/E7xNMiozkk,TheGrinder66
4265,@JoeBiden https://t.co/CJjiZpY1zJ,Robert13085887
4266,"@JoeBiden Russian hacking, particularly those aimed at affecting any election, should be considered an Act of War b… https://t.co/NXCMY8MTfd",CalvenMcVetty
4267,@JoeBiden He went at police with a knife?  You’re siding with him?,LiamFOnline
4268,@JoeBiden @KamalaHarris This is who you are supporting?   https://t.co/z9DAApsohR,nitashah0
4269,@JoeBiden Hope light and 10% skim off the top 😂,PeterBolduc4
4270,RT @bill_gaines: @JoeBiden @SenKamalaHarris @cnn @msnbc The #corruption of the #Biden family makes Donald #Trump look like an #altarboy. Th…,PaulBanecks
4271,@JoeBiden We can choose an America where the criminals wielding weapons should be able to attack police and we make… https://t.co/FgxtvIPa4l,ragingvolcanoe
4272,RT @jcolapietro: @JoeBiden Hey @JoeBiden remember this guy? https://t.co/TgTrKIXHth,onyx_dog
4273,@JoeBiden #trump2020 @JoeBiden your running for president! You always have to remind someone that doesn’t know who… https://t.co/Npe6jJfhIA,beverageguru1
4274,@JoeBiden https://t.co/R1L4heApmD,lpruns
4275,RT @VictoriaPalms_: @JoeBiden VOTE WITH KINDNESS https://t.co/VYXVRP8dW7,daphDelmaire
4276,RT @FormerBiden: @JoeBiden @KamalaHarris Here is Joe's former business partner saying Joe enriched himself by selling his public office. He…,BlueSeaSailing
4277,@JoeBiden Girl stfu,elgordx_afuera
4278,@JoeBiden Bring it home Joe. We need you!  #BidenHarrisToSaveAmerica  #Biden2020,sarahnvsun
4279,@JoeBiden Hopefully tomorrow they release the laptop first !,funny_ur2
4280,@JoeBiden Will you write you Book of Corruption?!,StevenNguyen101
4281,@JoeBiden JOE BIDEN IS A MASSIVE FAILURE.  47 Years a Politician  8 Years as Vice President under the failed Obama… https://t.co/eNK6rksPgF,connor_paudie
4282,@JoeBiden https://t.co/LhIyijWUJH,jnats61
4283,@JoeBiden https://t.co/CJjiZpY1zJ,Robert13085887
4284,"@JoeBiden @TeamPelosi The ""Hope and Light"" is being held hostage by @SpeakerPelosi!!! #stimulus",DavidJohnBratty
4285,@JoeBiden You couldn't take care of your druggie son of yours never mine a country come on joe your done,Tom81197983
4286,@JoeBiden You’re picking up just where Obama left off.  Sowing the seeds of racial hatred to advance your own agend… https://t.co/1lmyYbjZhu,BobF1125
4287,RT @MajSchroeder: @JoeBiden It’s not enough to beat Trump: he must lose in a landslide of all 50 states and take the Senate down with him.…,ritaannbarnes11
4288,@JoeBiden Division is caused by media and your Democratic Party. Just come clean if you are a real man.,BerriosfEliezer
4289,@JoeBiden I just drove my mom and nephew to vote! All 3 of us voted for you here in Pasco FL! #2020Election #Election2020 #BidenHarris2020,cerruto_pete
4290,@JoeBiden You have been compromised and are a national security threat. Do the right thing withdrawal from the race… https://t.co/wpNThkzCIX,delta2nite
4291,@JoeBiden https://t.co/z0dFbjyy4u,Texas18362
4292,"RT @ArthurSchwartz: @JoeBiden You’re “compromised” by the Chinese Communist Party, you despicable traitor.  https://t.co/StWimNsUCx",Hafiz11410260
4293,@JoeBiden You lie about fracking and your son,dave67555318
4294,@JoeBiden @KamalaHarris Here is Joe's former business partner saying Joe enriched himself by selling his public off… https://t.co/Lt2SnnWWXB,FormerBiden
4295,"@JoeBiden TONY BOBULINSKI,NEW YORK POST,FOX NEWS,TUCKER CARLSON all your friends ?",Vin64969543
4296,"@JoeBiden joe blames BLACK MAYORS for making him sign”94 (3 strick) crime bill he was so proud of, promising an end… https://t.co/kk56qi28df",123LLENNOClives
4297,@JoeBiden The world could be better off now.,tissy_thom
4298,@JoeBiden Voted for you!!💙,joleneruiz0524
4299,@JoeBiden Hope and light do not follow you @JoeBiden only scandal and corruption,ringadingme
4300,"RT @MattWalshBlog: @JoeBiden Wallace was the latest BLM martyr with a history of abusing women. Just like George Floyd, he was guilty of fo…",SavageTomas
4301,@JoeBiden Who is on this? @TheDemocrats  @HouseDemocrats  @SenateDems  @SpeakerPelosi  @SenSchumer   https://t.co/TxCkg12MVO,AutocratTactics
4302,RT @elephantgirlusa: @JoeBiden @DrBiden #mustread 👇🤓,wink_nod
4303,@JoeBiden And what are we voting for I still don’t know what I’m getting for my vote!,slimington315
4304,@JoeBiden https://t.co/g8GNY5Vfau,NadavWithLove
4305,@JoeBiden If you choose Biden's path you will need to start learning how to speak Chinese. https://t.co/CDdCQF9GOP,Rick57358841
4306,@JoeBiden @KamalaHarris @DNC @texasdemocrats  VP Biden and Senator Harris you need to flip TEXAS blue. You MUST vis… https://t.co/oNEjREg302,Pholdy1
4307,@JoeBiden https://t.co/JI3otWLW5C,NadavWithLove
4308,@JoeBiden JOE BIDEN IS A MASSIVE FAILURE.  47 Years a Politician  8 Years as Vice President under the failed Obama… https://t.co/sugvBquaAr,connor_paudie
4309,@JoeBiden @LeeSaunders72 We can choose a true lieder TRUMP or a comunist pedophile corrupt Biden,SamuelGranadino
4310,@JoeBiden https://t.co/sI4vU4g8hL,NadavWithLove
4311,@JoeBiden What a fool,cashdaddykuhn
4312,"@JoeBiden But, like, we're divided over you too. Politicians gonna politic.",BearViolation
4313,@JoeBiden https://t.co/hnO3mcqKDM,NadavWithLove
4314,@JoeBiden @TeamPelosi @SpeakerPelosi let us down.,Bella73209448
4315,@JoeBiden https://t.co/toUHYTOHMG,NadavWithLove
4316,"@JoeBiden Run at a cop wielding a knife you can expect to, and should, get shot. https://t.co/WtcdRCM8OV",14froger14
4317,@JoeBiden Joe wants to unite the chumps.,vs_banana
4318,"@JoeBiden @KamalaHarris vote @GOP   This is l#all they’ve got! ????????? BIDEN: ""My name is Joe Biden. I’m Jill Bid… https://t.co/m42RL6sDoh",normwiginton
4319,"@JoeBiden What about the officers he was charging at with a knife?  To hell with them, I guess. No wonder you have… https://t.co/XOZHBXjFQ8",J1mCrackcorn
4320,@JoeBiden https://t.co/awtZdORoWG,NadavWithLove
4321,@JoeBiden If the people in the Synagogue had been able to have guns they would have been able to defend themselves… https://t.co/eL7JA9kY72,trinko
4322,@JoeBiden Texas is on the line ✈️,Jayemkay5
4323,@JoeBiden https://t.co/GwLxVgLlVN,NadavWithLove
4324,"@JoeBiden why do you celebrate deranged, dangerous criminals who are put down by cops?  why do you tolerate mass ri… https://t.co/zl6OTcYBFP",SavageTomas
4325,"@JoeBiden Sir，Your family is a criminal gang, running dogs of the Chinese  Communist Party! Americans are waking up… https://t.co/GXAllmAHLL",D82572096
4326,@JoeBiden I will!  I will Vote for Trump!  I will not Vote for “Criminal Biden!!”,wsinton
4327,@JoeBiden @TeamPelosi WHAT ABOUT #StimulusNow ? ONLY CARE ABOUT VOTES ! @TeamPelosi @SpeakerPelosi @realDonaldTrump… https://t.co/EZiEN4bIMw,Konumuzneydi1
4328,RT @NatDialogues: @joebiden Trump &amp; the GOP Senate have chosen to do NOTHING on the COVID stimulus package for America. It is shocking give…,4WvE
4329,@JoeBiden Is this where you tell us your family were slave owners?,SecretS11277898
4330,"@JoeBiden ""Chaos and Division.""   Tell me again which side is attacking cops, burning down cities, and physically a… https://t.co/4ArOhurDZR",jeffW76977189
4331,@JoeBiden https://t.co/l4tcDhWcv0,NadavWithLove
4332,@JoeBiden #TonyBobulinski,real2r4life
4333,@JoeBiden I did 4 U  Early from Germany,FaribaGharib
4334,"RT @mmpadellan: @JoeBiden A VOTE for Joe Biden is: A VOTE for decency. A VOTE for honesty. A VOTE for jobs, because #TrumpLostOurJobs.  htt…",ritaannbarnes11
4335,@JoeBiden Vote Biden for the sake of the whole world .. In Denmark in 2016 46% would vote for Clinton and 39% prefe… https://t.co/vWUEO8eN84,twanmanders
4336,@JoeBiden https://t.co/2doo4QaBTI,NadavWithLove
4337,@JoeBiden Type in a n t i f a . C o m. It takes you to Biden Harris page.,HollyGu37227918
4338,RT @GGenaral5: @JoeBiden Are you going to answer the allegations of corruption?.,Hafiz11410260
4339,@JoeBiden https://t.co/u0kGYLS5he,NadavWithLove
4340,@JoeBiden C’mon man!  Is the way you treated Tony Bobulinski an example of the hope and light?,kenojov
4341,@JoeBiden Oh you forgot the treason part🤔how about you just concede now to save embarrassment 👍🏼Maybe Trump will pardon you🤷🏻‍♂️,MarcoGi41175189
4342,@JoeBiden You have that backwards don't u? Bidden: ?CHAOS LOOTING BURNING CORRUPTION,HarryLHerman1
4343,"@JoeBiden ""Chaos and division"" will come from you. You will send us back to the dark ages. Nearly 50 years you have… https://t.co/aQOaeTQSra",WAPDOH
4344,@JoeBiden I READ A LOT OF STUFF... BUT NO DEFINITE PLANS YET!!!  THERE'S ONLY ONE LADY WITH WRITTEN PLANS...  ONLY. ONE!!!,Sylvana404
4345,"@JoeBiden first i will release a virus that kills 1.2 mil ppl , then you can blame Trump for it , no worries tho, H… https://t.co/DPFzt2CNY4",xxSHREDMANxx
4346,@JoeBiden You still alive?,Reality16561541
4347,@JoeBiden You’re son is naked in photos with your grandchild on a bed,CouchGroyper
4348,@JoeBiden https://t.co/J1arcnP6M1,wizardman368
4349,@JoeBiden Already did! Sir! God and the American 🇺🇸 people willing you will be Elected and Save The Soul of the USA 🇺🇸  🤔💭🥰🙏🥰🙏,ritaannbarnes11
4350,@JoeBiden https://t.co/7iWjeJwBxx,Oakley14Annie
4351,"@JoeBiden Please notify your supporters, Joe  #copolitics https://t.co/g7wpr6W22U",PintSizePolemic
4352,@JoeBiden needs to hit Texas and send Obama as well. That is a state that there is a chance and what an epic win that would be.,NFLhardrockfans
4353,@JoeBiden - Looking forward to the future with hope. https://t.co/lJYB716VNq,manmiller
4354,@JoeBiden 😂🤣~your leverage is being exposed...soon all you will have is your political talent 😱 good luck with that...,The1stBranch
4355,"@JoeBiden If that were true, you would be pushing Communism to a free country, nor would you be promising to tax th… https://t.co/cptIzgZWLw",MargieK64324207
4356,"@JoeBiden You had 47 years to provide your ""hope and light"". You did nothing. But suddenly you will?  Ludicrous.  A… https://t.co/nkgl9Nskm2",Bearocalypse
4357,"@JoeBiden Right - You Socialists and Marxist BLM groups love to bring up any back shot by cops, but fail to address… https://t.co/qINSghzhI2",bigmouthpol
4358,RT @AustinOnTwitter: @JoeBiden go to Texas Joe!!,ryan_vanbuskirk
4359,@JoeBiden Sir I have already strategically enacted my vote for Felix Biederman of the Veteran's Party of America bu… https://t.co/fBcDzyV29h,HardballJackie
4360,@JoeBiden Joe Biden supports rapists who charge cops with knives,AetiusRF
4361,@JoeBiden Who's idea was it to let The People vote for their own leader? What were they thinking?,justinalpertesq
4362,@JoeBiden @DrBiden #mustread 👇🤓 https://t.co/kuxcoeIfhb,elephantgirlusa
4363,@JoeBiden That leaves you and Harris out of the running.  2 of the biggest lying panderers ever.,vettesetter
4364,@JoeBiden Caused by democrats hating the Jews.,scorpioluv300
4365,@JoeBiden Fact: There’s far more evidence to justify opening a counterintelligence investigation into the Biden’s d… https://t.co/ylxABvT6mF,ErinMH90
4366,@JoeBiden JOE BIDEN IS A MASSIVE FAILURE.  47 Years a Politician  8 Years as Vice President under the failed Obama… https://t.co/DSBhN0ALEL,connor_paudie
4367,@JoeBiden The guy had a knife.,eplatina88
4368,@JoeBiden @TeamPelosi Vote for,dineshbhaliya25
4369,"@joebiden I'd like to Thank your son Hunter, he's been so sloppy withe the China bribes that inadvertently he can b… https://t.co/pm7GjJUPeK",Ginormous228
4370,"@JoeBiden @BarackObama's campaign speech in Orlando was prophetic, firing, inspiring. BO spoke the Truth like the H… https://t.co/IeqSjQP6wz",kallywilli
4371,@JoeBiden https://t.co/rZzxHrmJKO,Logicrulesreaso
4372,@JoeBiden https://t.co/7iWjeJwBxx,Oakley14Annie
4373,@JoeBiden I forgot about those losers already bunch of thugs,juniper46573715
4374,@JoeBiden https://t.co/CWzCGHhH43,ellaging
4375,@JoeBiden Neither will any of their victims...,qofcode
4376,@JoeBiden #Bobulinski #biden2020landslide #PlausibleDeniability #CorruptJoeBiden #HuntersLapTop… https://t.co/cSOTC3E3tp,SmitzJames
4377,@JoeBiden That person is not you for sure.,Charley97217782
4378,@Joebiden - too late now but you missed a chance to have an ad playing last night in #ThisIsUS heartwarming tv show… https://t.co/O3bdT1Gfqy,SVSalon
4379,@JoeBiden you suck,hunterbud1707
4380,"@JoeBiden HOPE AND LIGHT? Is that the best you can do, big man?",NawiTheCore
4381,@JoeBiden I will!  I will Vote for Trump!  I will not Vote for “Criminal Biden!!”,wsinton
4382,@JoeBiden Joe. You should be in prison or at the very least come clean.,elliot_toliver
4383,"@JoeBiden Aren't you the same guy that said ""They're gonna put y'all back in chains!""?",K_P_Brown
4384,@JoeBiden Togetherness sir. That's what I believe in.,MarcusArline5
4385,"@JoeBiden Joe, he went at the police with a knife. Yes it's sad but at some point we have to be held accountable fo… https://t.co/PSVS5ICTej",Geoffsni1685
4386,"@JoeBiden Democrats are about to win ,Joe will remember me after a good win  out of hardwork  and good faith",Paulmainking
4387,@JoeBiden America wake up to the Dem's deal with Kamala. It will be obvious to all Americans if the Dem's invoke th… https://t.co/5hBiXjrqjC,BoogymanDah
4388,"RT @FT1965: @JoeBiden Biden will not use you as a prop for a photo op, then leave you stranded in the cold after the photo op is over.  Vot…",smsg1234
4389,"@JoeBiden He says, as Philly gets looted into oblivion.",Sheepfu_Gaming
4390,@JoeBiden No vieja,ULU182
4391,@JoeBiden Attention all police...Joe doesn’t have your back.,JeffHar75160352
4392,@JoeBiden Lmfao! Is this another were all going to die statment from the left if they don't get their way?! 😂 Grow… https://t.co/yBPMgYMvSh,Brian37272979
4393,"RT @ArthurSchwartz: @JoeBiden You’re “compromised” by the Chinese Communist Party, you despicable traitor.  https://t.co/StWimNsUCx",Euphornicate
4394,@JoeBiden https://t.co/wfmqGzWkj6 https://t.co/OGE0Slo9hT,ScottDagenais1
4395,RT @mama_c2: @JoeBiden I did. And I will keep working to get anyone and everyone I know to do the same. 💙🌊,Fernand27381464
4396,"RT @RepsForBiden: @JoeBiden It’s time to have a president who cares more about the 1,000 Americans who are dying everyday from Covid rather…",smsg1234
4397,@JoeBiden I voted for you Joe 💙 #BidenHarris2020,valthrasher
4398,@JoeBiden You know shit!!!!!🖕🖕🖕🖕🖕🖕,juniper46573715
4399,@JoeBiden If you steal the election there will be no country left. 3%,DdotNomel
4400,@JoeBiden Joey quit lying https://t.co/AWQ7IvRuge,langhornes
4401,@JoeBiden How many African-American lives did you incarcerate Joe? !!,funny_ur2
4402,@JoeBiden The truth is out Joe 👇👇👇 https://t.co/nzJ3annq94,Trump4evaPotus
4403,RT @BobPersis: @JoeBiden Judge Sullivan further ordered that Trump sycophant Louis DeJoy  send Judge Sullivan **daily** updates on the numb…,smsg1234
4404,@JoeBiden You are right! I will go with choice #1,Ddemo1953
4405,"RT @BobPersis: @JoeBiden Remember Judge Sullivan?  Last night, he ordered USPS to reverse limitations on mail collection (imposed by Trump…",smsg1234
4406,@JoeBiden biden supports knife wielding maniacs,franz_groypert
4407,@JoeBiden I'm not but AMERICANS Freedom. Not basement p3doj03,shittastix
4408,@JoeBiden Fact: Trump loves to take questions from OAN and it's even one of his favorite news channels.,etankdragon
4409,@JoeBiden He had a knife,CitadelMark
4410,@JoeBiden You will be Mr. President next week. So excited. Trump bye bye,Grant56326594
4411,"@JoeBiden Forget Hunter, Where’s Joe",Uncledan37
